Timestamp,Nombre,Datos
"1685110440","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""128.96cm""}]"
"1685110447","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110447","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2336 lumenes""}]"
"1685110447","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""129.76cm""}]"
"1685110454","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110454","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2386 lumenes""}]"
"1685110454","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""128.93cm""}]"
"1685110461","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110461","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2810 lumenes""}]"
"1685110461","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""128.89cm""}]"
"1685110469","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110469","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2815 lumenes""}]"
"1685110469","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""6.10cm""}]"
"1685110477","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110477","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2789 lumenes""}]"
"1685110477","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""6.10cm""}]"
"1685110484","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110484","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2176 lumenes""}]"
"1685110484","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""6.10cm""}]"
"1685110492","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110492","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2595 lumenes""}]"
"1685110492","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""16.25cm""}]"
"1685110499","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
"1685110499","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2693 lumenes""}]"
"1685110499","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""14.55cm""}]"
"1685110506","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""45.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110506","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2686 lumenes""}]"
"1685110506","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""16.92cm""}]"
"1685110514","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""45.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110514","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2602 lumenes""}]"
"1685110514","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""13.84cm""}]"
"1685110521","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""45.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
"1685110521","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2362 lumenes""}]"
"1685110521","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""20.60cm""}]"
"1685110528","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""45.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
"1685110528","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2503 lumenes""}]"
"1685110528","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""16.37cm""}]"
"1685110536","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""45.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
"1685110536","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2768 lumenes""}]"
"1685110536","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""16.32cm""}]"
"1685110543","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
"1685110543","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2247 lumenes""}]"
"1685110543","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""18.22cm""}]"
"1685110551","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
"1685110551","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2576 lumenes""}]"
"1685110551","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""17.27cm""}]"
"1685110559","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
"1685110559","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2418 lumenes""}]"
"1685110559","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""1619.03cm""}]"
"1685110566","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
"1685110566","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2771 lumenes""}]"
"1685110566","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""32.08cm""}]"
"1685110573","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""43.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110573","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2402 lumenes""}]"
"1685110573","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""20.86cm""}]"
"1685110581","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110581","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2666 lumenes""}]"
"1685110581","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""34.80cm""}]"
"1685110588","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110588","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2773 lumenes""}]"
"1685110588","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""24.94cm""}]"
"1685110596","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""43.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110596","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2363 lumenes""}]"
"1685110596","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""31.82cm""}]"
"1685110603","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110603","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2688 lumenes""}]"
"1685110603","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""31.06cm""}]"
"1685110611","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110611","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2185 lumenes""}]"
"1685110611","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""210.17cm""}]"
"1685110623","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110623","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2737 lumenes""}]"
"1685110623","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""23.34cm""}]"
"1685110631","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""43.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""27.90°C""}]"
"1685110631","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2629 lumenes""}]"
"1685110631","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""2579.77cm""}]"
"1685110638","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.00°C""}]"
"1685110638","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2273 lumenes""}]"
"1685110638","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""411.77cm""}]"
"1685110646","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""45.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.10°C""}]"
"1685110646","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2193 lumenes""}]"
"1685110646","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""2581.42cm""}]"
"1685110653","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""45.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.00°C""}]"
"1685110653","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2471 lumenes""}]"
"1685110653","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""1288.69cm""}]"
"1685110661","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""45.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.00°C""}]"
"1685110661","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2788 lumenes""}]"
"1685110661","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""2581.69cm""}]"
"1685110803","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
"1685110803","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2675 lumenes""}]"
"1685110803","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""127.93cm""}]"
"1685110811","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
"1685110811","Sensor de luz","[{""tipoDeDato"":""Luminosidad"",""resultado"":""2170 lumenes""}]"
"1685110811","Sensor de ultrasonido","[{""tipoDeDato"":""Distancia"",""resultado"":""129.17cm""}]"
"1685110819","Sensor de Humedad","[{""tipoDeDato"":""Humedad"",""resultado"":""44.00%""},{""tipoDeDato"":""Temperatura"",""resultado"":""28.20°C""}]"
